X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1721.0,1721.0,train,8.365028809811325E-5,4.252486838038676,0.30830766471460436
1722.0,1722.0,train,4.99929846918726E-5,1.9041401823033777,0.19772150735637317
1723.0,1723.0,train,1.2614998703209046E-4,7.882239509926249,0.42644046367105415
1724.0,1724.0,train,6.202074498864195E-5,2.755234357770607,0.23913634887107282
1725.0,1725.0,train,2.5621920169065138E-5,0.7678043467393149,0.10676516278231785
1726.0,1726.0,train,1.2313239495063537E-4,7.572002541166916,0.4187627107597681
1727.0,1727.0,train,1.9177730040174752E-4,19.782071598777605,0.5704801732695518
1728.0,1728.0,train,1.464080080773282E-4,10.633875011005236,0.4754228094015823
1729.0,1729.0,train,5.477461264423006E-5,2.2351467338377673,0.21444927246990408
1730.0,1730.0,train,1.3514610840494444E-4,8.823946945514122,0.44873294586367984
1731.0,1731.0,train,8.070860311395273E-5,4.03301722376655,0.2992829926691586
1732.0,1732.0,train,1.610181289695872E-5,0.4046513037727479,0.06849561053315589
1733.0,1733.0,train,1.0985447852393206E-4,6.409751865994775,0.38373956347402594
1734.0,1734.0,train,2.7398946468920498E-5,0.8474954659107324,0.11373246461837283
1735.0,1735.0,train,1.0578507460661074E-4,6.002995444936259,0.372588937182066
1736.0,1736.0,train,8.150393627684098E-5,4.09235446191978,0.3017345121304078
1737.0,1737.0,train,6.102669026403779E-5,2.6675743532313363,0.23579614415189287
1738.0,1738.0,train,1.7524268659100891E-4,16.14794839728469,0.5380163673205638
1739.0,1739.0,train,6.1024334844274457E-5,2.6673654031337164,0.23578821212447576
1740.0,1740.0,train,2.6833845325650606E-5,0.8201437906487552,0.1115227494939286
1741.0,1741.0,train,2.5387631320092537E-5,0.7582098181196122,0.10584249386337141
1742.0,1742.0,train,2.0227933706052106E-5,0.5521795356060287,0.08527936150881721
1743.0,1743.0,train,7.701197359415871E-5,3.712952793462946,0.2877751201564761
1744.0,1744.0,train,1.7605206608320098E-4,16.33119663215704,0.539661151606144
1745.0,1745.0,train,2.1137878691119023E-4,25.919385553276097,0.6060232740111993
1746.0,1746.0,train,2.2890391652680614E-4,33.830365263781324,0.6353035145300712
1747.0,1747.0,train,2.6757162951092497E-4,54.42186108113202,0.6924394404087452
1748.0,1748.0,train,1.6638519963028112E-4,14.253026231564652,0.5196279365655416
1749.0,1749.0,train,2.3910036574030605E-4,38.661058080626475,0.651327283603256
1750.0,1750.0,train,2.2188825915674416E-4,30.504523158072296,0.6238527411748969
1751.0,1751.0,train,1.6638519963028112E-4,14.253026231564652,0.5196279365655416
1752.0,1752.0,train,2.710417225824886E-4,56.74459555841752,0.6971066783042642
1753.0,1753.0,train,2.8775487784907195E-4,68.52895521653716,0.7186126057665554
1754.0,1754.0,train,3.082211950027715E-4,84.15024601125094,0.7428793805374726
1755.0,1755.0,train,3.121935902256017E-4,87.1923658657754,0.7473410582751989
1756.0,1756.0,train,1.4231900488287177E-4,10.105563839388223,0.46588497367937154
1757.0,1757.0,train,2.946455083676296E-4,74.45016038733958,0.7270283237363312
1758.0,1758.0,train,2.680550346125685E-4,54.73235722789453,0.6930939014597233
1759.0,1759.0,train,2.245094956574841E-4,31.558901382921654,0.6281725320216989
1760.0,1760.0,train,1.8787369342685662E-4,18.915969297222066,0.563027804053783
1761.0,1761.0,train,3.157989580886666E-4,89.61096181540502,0.751323444001436
1762.0,1762.0,train,1.9324514222902254E-4,20.01709799943574,0.5732494291899646
1763.0,1763.0,train,2.7103475423283707E-4,56.73638560478753,0.697097377281367
1764.0,1764.0,train,3.1795058054156713E-4,90.51001896738985,0.7536700928209685
1765.0,1765.0,train,3.129794184564405E-4,87.76487255957588,0.7482144618889045
1766.0,1766.0,train,2.6866533892067805E-4,55.26242037717499,0.6939181771822436
1767.0,1767.0,train,3.0342020291100223E-4,80.76985365338214,0.7373817646160409
1768.0,1768.0,train,3.086170804907771E-4,84.41464408415223,0.7433275395559984
1769.0,1769.0,train,2.680550346125685E-4,54.73235722789453,0.6930939014597233
1770.0,1770.0,train,3.046627514694781E-4,81.77252074127153,0.7388157813900097
1771.0,1771.0,train,2.133781001991287E-4,26.569258827317647,0.6094790384310518
1772.0,1772.0,train,3.03018755234882E-4,80.55685252622759,0.7369167758768522
1773.0,1773.0,train,2.775528358091176E-4,61.29944317799696,0.7056737792421788
1774.0,1774.0,train,2.329029251810777E-4,35.71469154308042,0.6416739243543232
1775.0,1775.0,train,2.5712052445856014E-4,48.373991872484225,0.6779438425974469
1776.0,1776.0,train,2.109753943355474E-4,25.793895678922027,0.6053223209484089
1777.0,1777.0,train,3.020933256676327E-4,79.90162287546117,0.7358417305676497
1778.0,1778.0,train,3.0521412908014994E-4,82.29526901984178,0.739449611659805
1779.0,1779.0,train,2.030516329266596E-4,22.941933440881947,0.5912979774105438
1780.0,1780.0,train,3.086170804907771E-4,84.41464408415223,0.7433275395559984
1781.0,1781.0,train,2.7812728311601466E-4,61.82147342844046,0.7064178838646313
1782.0,1782.0,train,2.9040734967588716E-4,70.77492708531297,0.7218824284221642
1783.0,1783.0,train,3.342713193255974E-4,95.5977633391962,0.7707638657239584
1784.0,1784.0,train,2.3114181764387126E-4,35.12981328078976,0.6388823129377846
1785.0,1785.0,train,3.312756232385879E-4,94.79316010555569,0.7677176901943223
1786.0,1786.0,train,3.072668416363627E-4,83.52677276383446,0.7417957928707163
1787.0,1787.0,train,2.7336043992280944E-4,58.280624491933956,0.7001857873517999
1788.0,1788.0,train,3.158456988566761E-4,89.64351448303742,0.7513746581995305
1789.0,1789.0,train,2.20770491637324E-4,30.00027384135323,0.6219954336779586
1790.0,1790.0,train,2.9739943929504213E-4,76.40288463267754,0.7303209506168784
1791.0,1791.0,train,3.130307176986586E-4,87.7875499910752,0.7482713729992249
1792.0,1792.0,train,2.8377448756312994E-4,65.7707518148491,0.7136335264701381
1793.0,1793.0,train,2.2818384937319967E-4,33.304877547289365,0.6341444751438471
1794.0,1794.0,train,3.484522451510264E-4,98.20075635533337,0.7846503802289475
1795.0,1795.0,train,2.6866533892067805E-4,55.26242037717499,0.6939181771822436
1796.0,1796.0,train,2.2831822348465424E-4,33.50787453989174,0.6343610465233278
1797.0,1797.0,train,2.3061096489975216E-4,34.876401710595125,0.6380365759918326
1798.0,1798.0,train,2.100226393932849E-4,25.51107755133127,0.6036618159657636
1799.0,1799.0,train,2.571077831305713E-4,48.364917850116015,0.6779257599128257
1800.0,1800.0,train,2.47159154267175E-4,42.44894955042034,0.6634920463291247
